,type,release_year,rating,count
2100,2,1954,TV-MA,0
2101,2,1954,R,0
2102,2,1954,PG-13,0
2103,2,1954,TV-14,1
2104,2,1954,TV-PG,0
2105,2,1954,NR,0
2106,2,1954,TV-G,1
2107,2,1954,TV-Y,0
2108,2,1954,,0
2109,2,1954,TV-Y7,0
2110,2,1954,PG,0
2111,2,1954,G,0
2112,2,1954,NC-17,0
2113,2,1954,TV-Y7-FV,0
2114,2,1954,UR,0
2115,2,1970,TV-MA,1
2116,2,1970,R,0
2117,2,1970,PG-13,0
2118,2,1970,TV-14,0
2119,2,1970,TV-PG,1
2120,2,1970,NR,0
2121,2,1970,TV-G,0
2122,2,1970,TV-Y,0
2123,2,1970,,0
2124,2,1970,TV-Y7,0
2125,2,1970,PG,0
2126,2,1970,G,0
2127,2,1970,NC-17,0
2128,2,1970,TV-Y7-FV,0
2129,2,1970,UR,0
2130,2,1944,TV-MA,0
2131,2,1944,R,0
2132,2,1944,PG-13,0
2133,2,1944,TV-14,2
2134,2,1944,TV-PG,1
2135,2,1944,NR,0
2136,2,1944,TV-G,0
2137,2,1944,TV-Y,0
2138,2,1944,,0
2139,2,1944,TV-Y7,0
2140,2,1944,PG,0
2141,2,1944,G,0
2142,2,1944,NC-17,0
2143,2,1944,TV-Y7-FV,0
2144,2,1944,UR,0
2145,2,1947,TV-MA,0
2146,2,1947,R,0
2147,2,1947,PG-13,0
2148,2,1947,TV-14,0
2149,2,1947,TV-PG,1
2150,2,1947,NR,0
2151,2,1947,TV-G,0
2152,2,1947,TV-Y,0
2153,2,1947,,0
2154,2,1947,TV-Y7,0
2155,2,1947,PG,0
2156,2,1947,G,0
2157,2,1947,NC-17,0
2158,2,1947,TV-Y7-FV,0
2159,2,1947,UR,0
2160,2,1959,TV-MA,0
2161,2,1959,R,0
2162,2,1959,PG-13,0
2163,2,1959,TV-14,1
2164,2,1959,TV-PG,0
2165,2,1959,NR,0
2166,2,1959,TV-G,0
2167,2,1959,TV-Y,0
2168,2,1959,,0
2169,2,1959,TV-Y7,0
2170,2,1959,PG,0
2171,2,1959,G,0
2172,2,1959,NC-17,0
2173,2,1959,TV-Y7-FV,0
2174,2,1959,UR,0
2175,2,1943,TV-MA,0
2176,2,1943,R,0
2177,2,1943,PG-13,0
2178,2,1943,TV-14,0
2179,2,1943,TV-PG,3
2180,2,1943,NR,0
2181,2,1943,TV-G,0
2182,2,1943,TV-Y,0
2183,2,1943,,0
2184,2,1943,TV-Y7,0
2185,2,1943,PG,0
2186,2,1943,G,0
2187,2,1943,NC-17,0
2188,2,1943,TV-Y7-FV,0
2189,2,1943,UR,0
